"Date Printed: Tuesday, January 21, 2025 6:10:45 PM",,,,,,,,,
"Title: ""Chlamydia | Gonorrhea | 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | 2023 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Palau | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Male | 15-19 | 20-24 | 25-29 | 30-34 | 35-39 | 40-44 | 45-54 | 55-64 | 65+""""",,,,,,,,,
Footnote(s): ,,,,,,,,,
   NA - Not Applicable.,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
Gonorrhea,2023,Palau,70,15-19,All races/ethnicities,Female,Data not available,Data not available,NA
Gonorrhea,2023,Palau,70,65+,All races/ethnicities,Male,Data not available,Data not available,NA
Gonorrhea,2023,Palau,70,55-64,All races/ethnicities,Male,Data not available,Data not available,NA
Gonorrhea,2023,Palau,70,45-54,All races/ethnicities,Male,Data not available,Data not available,NA
Gonorrhea,2023,Palau,70,40-44,All races/ethnicities,Male,Data not available,Data not available,NA
Gonorrhea,2023,Palau,70,35-39,All races/ethnicities,Male,Data not available,Data not available,NA
Gonorrhea,2023,Palau,70,30-34,All races/ethnicities,Male,Data not available,Data not available,NA
Gonorrhea,2023,Palau,70,25-29,All races/ethnicities,Male,Data not available,Data not available,NA
Gonorrhea,2023,Palau,70,20-24,All races/ethnicities,Male,Data not available,Data not available,NA
Gonorrhea,2023,Palau,70,15-19,All races/ethnicities,Male,Data not available,Data not available,NA
Chlamydia,2023,Pennsylvania,42,65+,All races/ethnicities,Female,16,1.1,"1,430,904"
Chlamydia,2023,Pennsylvania,42,55-64,All races/ethnicities,Female,132,14.9,"885,141"
Chlamydia,2023,Pennsylvania,42,45-54,All races/ethnicities,Female,435,57.1,"761,803"
Chlamydia,2023,Pennsylvania,42,40-44,All races/ethnicities,Female,572,143.6,"398,374"
Chlamydia,2023,Pennsylvania,42,35-39,All races/ethnicities,Female,"1,268",302.4,"419,281"
Chlamydia,2023,Pennsylvania,42,30-34,All races/ethnicities,Female,"2,710",629.6,"430,449"
Chlamydia,2023,Pennsylvania,42,25-29,All races/ethnicities,Female,"5,312",1367.3,"388,497"
Chlamydia,2023,Pennsylvania,42,20-24,All races/ethnicities,Female,"12,160",3060.2,"397,363"
Chlamydia,2023,Pennsylvania,42,15-19,All races/ethnicities,Female,"10,731",2592.2,"413,980"
Chlamydia,2023,Pennsylvania,42,65+,All races/ethnicities,Male,75,6.4,"1,164,770"
Chlamydia,2023,Pennsylvania,42,55-64,All races/ethnicities,Male,342,40.1,"852,269"
Chlamydia,2023,Pennsylvania,42,45-54,All races/ethnicities,Male,681,89.5,"761,277"
Chlamydia,2023,Pennsylvania,42,40-44,All races/ethnicities,Male,758,188.1,"403,022"
Chlamydia,2023,Pennsylvania,42,35-39,All races/ethnicities,Male,"1,435",334.9,"428,479"
Chlamydia,2023,Pennsylvania,42,30-34,All races/ethnicities,Male,"2,670",603.8,"442,207"
Chlamydia,2023,Pennsylvania,42,25-29,All races/ethnicities,Male,"3,822",950.7,"402,011"
Chlamydia,2023,Pennsylvania,42,20-24,All races/ethnicities,Male,"6,375",1566,"407,083"
Chlamydia,2023,Pennsylvania,42,15-19,All races/ethnicities,Male,"4,405",1027.7,"428,643"
Gonorrhea,2023,Pennsylvania,42,65+,All races/ethnicities,Female,13,0.9,"1,430,904"
Gonorrhea,2023,Pennsylvania,42,55-64,All races/ethnicities,Female,66,7.5,"885,141"
Gonorrhea,2023,Pennsylvania,42,45-54,All races/ethnicities,Female,160,21,"761,803"
Gonorrhea,2023,Pennsylvania,42,40-44,All races/ethnicities,Female,239,60,"398,374"
Gonorrhea,2023,Pennsylvania,42,35-39,All races/ethnicities,Female,397,94.7,"419,281"
Gonorrhea,2023,Pennsylvania,42,30-34,All races/ethnicities,Female,733,170.3,"430,449"
Gonorrhea,2023,Pennsylvania,42,25-29,All races/ethnicities,Female,"1,106",284.7,"388,497"
Gonorrhea,2023,Pennsylvania,42,20-24,All races/ethnicities,Female,"2,186",550.1,"397,363"
Gonorrhea,2023,Pennsylvania,42,15-19,All races/ethnicities,Female,"2,185",527.8,"413,980"
Gonorrhea,2023,Pennsylvania,42,65+,All races/ethnicities,Male,104,8.9,"1,164,770"
Gonorrhea,2023,Pennsylvania,42,55-64,All races/ethnicities,Male,427,50.1,"852,269"
Gonorrhea,2023,Pennsylvania,42,45-54,All races/ethnicities,Male,659,86.6,"761,277"
Gonorrhea,2023,Pennsylvania,42,40-44,All races/ethnicities,Male,723,179.4,"403,022"
Gonorrhea,2023,Pennsylvania,42,35-39,All races/ethnicities,Male,"1,195",278.9,"428,479"
Gonorrhea,2023,Pennsylvania,42,30-34,All races/ethnicities,Male,"1,964",444.1,"442,207"
Gonorrhea,2023,Pennsylvania,42,25-29,All races/ethnicities,Male,"2,215",551,"402,011"
Gonorrhea,2023,Pennsylvania,42,20-24,All races/ethnicities,Male,"2,429",596.7,"407,083"
Gonorrhea,2023,Pennsylvania,42,15-19,All races/ethnicities,Male,"1,699",396.4,"428,643"
Chlamydia,2023,Puerto Rico,72,65+,All races/ethnicities,Female,14,3.2,"439,685"
Chlamydia,2023,Puerto Rico,72,55-64,All races/ethnicities,Female,32,13.6,"235,963"
Chlamydia,2023,Puerto Rico,72,45-54,All races/ethnicities,Female,85,39.5,"215,277"
Chlamydia,2023,Puerto Rico,72,40-44,All races/ethnicities,Female,94,90.8,"103,491"
Chlamydia,2023,Puerto Rico,72,35-39,All races/ethnicities,Female,162,171.3,"94,557"
Chlamydia,2023,Puerto Rico,72,30-34,All races/ethnicities,Female,375,342.3,"109,557"
Chlamydia,2023,Puerto Rico,72,25-29,All races/ethnicities,Female,861,789.2,"109,103"
Chlamydia,2023,Puerto Rico,72,20-24,All races/ethnicities,Female,"1,575",1548.8,"101,692"
Chlamydia,2023,Puerto Rico,72,15-19,All races/ethnicities,Female,622,676.7,"91,921"
Chlamydia,2023,Puerto Rico,72,65+,All races/ethnicities,Male,11,3.3,"331,170"
Chlamydia,2023,Puerto Rico,72,55-64,All races/ethnicities,Male,26,13.1,"198,181"
Chlamydia,2023,Puerto Rico,72,45-54,All races/ethnicities,Male,60,31.3,"191,448"
Chlamydia,2023,Puerto Rico,72,40-44,All races/ethnicities,Male,58,63.7,"91,038"
Chlamydia,2023,Puerto Rico,72,35-39,All races/ethnicities,Male,100,116.2,"86,094"
Chlamydia,2023,Puerto Rico,72,30-34,All races/ethnicities,Male,189,176.3,"107,219"
Chlamydia,2023,Puerto Rico,72,25-29,All races/ethnicities,Male,325,293.5,"110,734"
Chlamydia,2023,Puerto Rico,72,20-24,All races/ethnicities,Male,430,407.5,"105,521"
Chlamydia,2023,Puerto Rico,72,15-19,All races/ethnicities,Male,161,169.8,"94,829"
Gonorrhea,2023,Puerto Rico,72,65+,All races/ethnicities,Female,2,0.5,"439,685"
Gonorrhea,2023,Puerto Rico,72,55-64,All races/ethnicities,Female,6,2.5,"235,963"
Gonorrhea,2023,Puerto Rico,72,45-54,All races/ethnicities,Female,13,6,"215,277"
Gonorrhea,2023,Puerto Rico,72,40-44,All races/ethnicities,Female,19,18.4,"103,491"
Gonorrhea,2023,Puerto Rico,72,35-39,All races/ethnicities,Female,27,28.6,"94,557"
Gonorrhea,2023,Puerto Rico,72,30-34,All races/ethnicities,Female,41,37.4,"109,557"
Gonorrhea,2023,Puerto Rico,72,25-29,All races/ethnicities,Female,135,123.7,"109,103"
Gonorrhea,2023,Puerto Rico,72,20-24,All races/ethnicities,Female,222,218.3,"101,692"
Gonorrhea,2023,Puerto Rico,72,15-19,All races/ethnicities,Female,92,100.1,"91,921"
Gonorrhea,2023,Puerto Rico,72,65+,All races/ethnicities,Male,5,1.5,"331,170"
Gonorrhea,2023,Puerto Rico,72,55-64,All races/ethnicities,Male,10,5,"198,181"
Gonorrhea,2023,Puerto Rico,72,45-54,All races/ethnicities,Male,31,16.2,"191,448"
Gonorrhea,2023,Puerto Rico,72,40-44,All races/ethnicities,Male,31,34.1,"91,038"
Gonorrhea,2023,Puerto Rico,72,35-39,All races/ethnicities,Male,59,68.5,"86,094"
Gonorrhea,2023,Puerto Rico,72,30-34,All races/ethnicities,Male,75,70,"107,219"
Gonorrhea,2023,Puerto Rico,72,25-29,All races/ethnicities,Male,164,148.1,"110,734"
Gonorrhea,2023,Puerto Rico,72,20-24,All races/ethnicities,Male,183,173.4,"105,521"
Gonorrhea,2023,Puerto Rico,72,15-19,All races/ethnicities,Male,70,73.8,"94,829"
Chlamydia,2023,Rhode Island,44,65+,All races/ethnicities,Female,8,6.8,"117,175"
Chlamydia,2023,Rhode Island,44,55-64,All races/ethnicities,Female,15,19.3,"77,918"
Chlamydia,2023,Rhode Island,44,45-54,All races/ethnicities,Female,56,86.1,"65,069"
Chlamydia,2023,Rhode Island,44,40-44,All races/ethnicities,Female,77,226.7,"33,968"
Chlamydia,2023,Rhode Island,44,35-39,All races/ethnicities,Female,104,289,"35,984"
Chlamydia,2023,Rhode Island,44,30-34,All races/ethnicities,Female,276,711.2,"38,810"
Chlamydia,2023,Rhode Island,44,25-29,All races/ethnicities,Female,559,1596.6,"35,011"
Chlamydia,2023,Rhode Island,44,20-24,All races/ethnicities,Female,"1,206",3249.1,"37,118"
Chlamydia,2023,Rhode Island,44,15-19,All races/ethnicities,Female,933,2579.8,"36,166"
Chlamydia,2023,Rhode Island,44,65+,All races/ethnicities,Male,11,11.7,"94,373"
Chlamydia,2023,Rhode Island,44,55-64,All races/ethnicities,Male,49,67,"73,108"
Chlamydia,2023,Rhode Island,44,45-54,All races/ethnicities,Male,95,150.6,"63,092"
Chlamydia,2023,Rhode Island,44,40-44,All races/ethnicities,Male,89,258.2,"34,469"
Chlamydia,2023,Rhode Island,44,35-39,All races/ethnicities,Male,151,401.8,"37,584"
Chlamydia,2023,Rhode Island,44,30-34,All races/ethnicities,Male,294,725.7,"40,513"
Chlamydia,2023,Rhode Island,44,25-29,All races/ethnicities,Male,359,990.6,"36,239"
Chlamydia,2023,Rhode Island,44,20-24,All races/ethnicities,Male,600,1613.3,"37,191"
Chlamydia,2023,Rhode Island,44,15-19,All races/ethnicities,Male,350,966.3,"36,219"
Gonorrhea,2023,Rhode Island,44,65+,All races/ethnicities,Female,2,1.7,"117,175"
Gonorrhea,2023,Rhode Island,44,55-64,All races/ethnicities,Female,6,7.7,"77,918"
Gonorrhea,2023,Rhode Island,44,45-54,All races/ethnicities,Female,27,41.5,"65,069"
Gonorrhea,2023,Rhode Island,44,40-44,All races/ethnicities,Female,25,73.6,"33,968"
Gonorrhea,2023,Rhode Island,44,35-39,All races/ethnicities,Female,36,100,"35,984"
Gonorrhea,2023,Rhode Island,44,30-34,All races/ethnicities,Female,71,182.9,"38,810"
Gonorrhea,2023,Rhode Island,44,25-29,All races/ethnicities,Female,91,259.9,"35,011"
Gonorrhea,2023,Rhode Island,44,20-24,All races/ethnicities,Female,174,468.8,"37,118"
Gonorrhea,2023,Rhode Island,44,15-19,All races/ethnicities,Female,131,362.2,"36,166"
Gonorrhea,2023,Rhode Island,44,65+,All races/ethnicities,Male,12,12.7,"94,373"
Gonorrhea,2023,Rhode Island,44,55-64,All races/ethnicities,Male,45,61.6,"73,108"
Gonorrhea,2023,Rhode Island,44,45-54,All races/ethnicities,Male,74,117.3,"63,092"
Gonorrhea,2023,Rhode Island,44,40-44,All races/ethnicities,Male,73,211.8,"34,469"
Gonorrhea,2023,Rhode Island,44,35-39,All races/ethnicities,Male,138,367.2,"37,584"
Gonorrhea,2023,Rhode Island,44,30-34,All races/ethnicities,Male,227,560.3,"40,513"
Gonorrhea,2023,Rhode Island,44,25-29,All races/ethnicities,Male,196,540.9,"36,239"
Gonorrhea,2023,Rhode Island,44,20-24,All races/ethnicities,Male,217,583.5,"37,191"
Gonorrhea,2023,Rhode Island,44,15-19,All races/ethnicities,Male,113,312,"36,219"
Chlamydia,2023,South Carolina,45,65+,All races/ethnicities,Female,21,3.7,"572,621"
Chlamydia,2023,South Carolina,45,55-64,All races/ethnicities,Female,90,24.5,"367,966"
Chlamydia,2023,South Carolina,45,45-54,All races/ethnicities,Female,271,82.2,"329,640"
Chlamydia,2023,South Carolina,45,40-44,All races/ethnicities,Female,367,214.8,"170,895"
Chlamydia,2023,South Carolina,45,35-39,All races/ethnicities,Female,757,436.8,"173,303"
Chlamydia,2023,South Carolina,45,30-34,All races/ethnicities,Female,"1,828",991.2,"184,421"
Chlamydia,2023,South Carolina,45,25-29,All races/ethnicities,Female,"3,401",2058.9,"165,186"
Chlamydia,2023,South Carolina,45,20-24,All races/ethnicities,Female,"7,830",4661.6,"167,969"
Chlamydia,2023,South Carolina,45,15-19,All races/ethnicities,Female,"7,057",4074.8,"173,187"
Chlamydia,2023,South Carolina,45,65+,All races/ethnicities,Male,30,6.4,"465,310"
Chlamydia,2023,South Carolina,45,55-64,All races/ethnicities,Male,112,33.5,"334,388"
Chlamydia,2023,South Carolina,45,45-54,All races/ethnicities,Male,294,94.3,"311,637"
Chlamydia,2023,South Carolina,45,40-44,All races/ethnicities,Male,351,216.4,"162,221"
Chlamydia,2023,South Carolina,45,35-39,All races/ethnicities,Male,673,407.7,"165,072"
Chlamydia,2023,South Carolina,45,30-34,All races/ethnicities,Male,"1,288",736.8,"174,819"
Chlamydia,2023,South Carolina,45,25-29,All races/ethnicities,Male,"1,966",1191.1,"165,060"
Chlamydia,2023,South Carolina,45,20-24,All races/ethnicities,Male,"3,623",2065.7,"175,387"
Chlamydia,2023,South Carolina,45,15-19,All races/ethnicities,Male,"2,468",1357.4,"181,814"
Gonorrhea,2023,South Carolina,45,65+,All races/ethnicities,Female,14,2.4,"572,621"
Gonorrhea,2023,South Carolina,45,55-64,All races/ethnicities,Female,16,4.3,"367,966"
Gonorrhea,2023,South Carolina,45,45-54,All races/ethnicities,Female,135,41,"329,640"
Gonorrhea,2023,South Carolina,45,40-44,All races/ethnicities,Female,157,91.9,"170,895"
Gonorrhea,2023,South Carolina,45,35-39,All races/ethnicities,Female,310,178.9,"173,303"
Gonorrhea,2023,South Carolina,45,30-34,All races/ethnicities,Female,593,321.5,"184,421"
Gonorrhea,2023,South Carolina,45,25-29,All races/ethnicities,Female,890,538.8,"165,186"
Gonorrhea,2023,South Carolina,45,20-24,All races/ethnicities,Female,"1,724",1026.4,"167,969"
Gonorrhea,2023,South Carolina,45,15-19,All races/ethnicities,Female,"1,506",869.6,"173,187"
Gonorrhea,2023,South Carolina,45,65+,All races/ethnicities,Male,43,9.2,"465,310"
Gonorrhea,2023,South Carolina,45,55-64,All races/ethnicities,Male,140,41.9,"334,388"
Gonorrhea,2023,South Carolina,45,45-54,All races/ethnicities,Male,356,114.2,"311,637"
Gonorrhea,2023,South Carolina,45,40-44,All races/ethnicities,Male,350,215.8,"162,221"
Gonorrhea,2023,South Carolina,45,35-39,All races/ethnicities,Male,574,347.7,"165,072"
Gonorrhea,2023,South Carolina,45,30-34,All races/ethnicities,Male,980,560.6,"174,819"
Gonorrhea,2023,South Carolina,45,25-29,All races/ethnicities,Male,"1,268",768.2,"165,060"
Gonorrhea,2023,South Carolina,45,20-24,All races/ethnicities,Male,"1,779",1014.3,"175,387"
Gonorrhea,2023,South Carolina,45,15-19,All races/ethnicities,Male,963,529.7,"181,814"
Chlamydia,2023,South Dakota,46,65+,All races/ethnicities,Female,0,0,"88,689"
Chlamydia,2023,South Dakota,46,55-64,All races/ethnicities,Female,8,14.3,"56,023"
Chlamydia,2023,South Dakota,46,45-54,All races/ethnicities,Female,58,122.8,"47,219"
Chlamydia,2023,South Dakota,46,40-44,All races/ethnicities,Female,86,310.3,"27,719"
Chlamydia,2023,South Dakota,46,35-39,All races/ethnicities,Female,212,749,"28,304"
Chlamydia,2023,South Dakota,46,30-34,All races/ethnicities,Female,353,1265.6,"27,891"
Chlamydia,2023,South Dakota,46,25-29,All races/ethnicities,Female,560,2060.3,"27,180"
Chlamydia,2023,South Dakota,46,20-24,All races/ethnicities,Female,"1,029",3544.6,"29,030"
Chlamydia,2023,South Dakota,46,15-19,All races/ethnicities,Female,902,2955.7,"30,517"
Chlamydia,2023,South Dakota,46,65+,All races/ethnicities,Male,7,8.7,"80,148"
Chlamydia,2023,South Dakota,46,55-64,All races/ethnicities,Male,18,31.4,"57,386"
Chlamydia,2023,South Dakota,46,45-54,All races/ethnicities,Male,58,115,"50,456"
Chlamydia,2023,South Dakota,46,40-44,All races/ethnicities,Male,88,291.3,"30,206"
Chlamydia,2023,South Dakota,46,35-39,All races/ethnicities,Male,146,476.3,"30,656"
Chlamydia,2023,South Dakota,46,30-34,All races/ethnicities,Male,208,687.4,"30,259"
Chlamydia,2023,South Dakota,46,25-29,All races/ethnicities,Male,320,1071.8,"29,857"
Chlamydia,2023,South Dakota,46,20-24,All races/ethnicities,Male,471,1470.8,"32,023"
Chlamydia,2023,South Dakota,46,15-19,All races/ethnicities,Male,298,909.3,"32,774"
Gonorrhea,2023,South Dakota,46,65+,All races/ethnicities,Female,1,1.1,"88,689"
Gonorrhea,2023,South Dakota,46,55-64,All races/ethnicities,Female,10,17.8,"56,023"
Gonorrhea,2023,South Dakota,46,45-54,All races/ethnicities,Female,45,95.3,"47,219"
Gonorrhea,2023,South Dakota,46,40-44,All races/ethnicities,Female,81,292.2,"27,719"
Gonorrhea,2023,South Dakota,46,35-39,All races/ethnicities,Female,175,618.3,"28,304"
Gonorrhea,2023,South Dakota,46,30-34,All races/ethnicities,Female,218,781.6,"27,891"
Gonorrhea,2023,South Dakota,46,25-29,All races/ethnicities,Female,261,960.3,"27,180"
Gonorrhea,2023,South Dakota,46,20-24,All races/ethnicities,Female,259,892.2,"29,030"
Gonorrhea,2023,South Dakota,46,15-19,All races/ethnicities,Female,215,704.5,"30,517"
Gonorrhea,2023,South Dakota,46,65+,All races/ethnicities,Male,15,18.7,"80,148"
Gonorrhea,2023,South Dakota,46,55-64,All races/ethnicities,Male,32,55.8,"57,386"
Gonorrhea,2023,South Dakota,46,45-54,All races/ethnicities,Male,84,166.5,"50,456"
Gonorrhea,2023,South Dakota,46,40-44,All races/ethnicities,Male,92,304.6,"30,206"
Gonorrhea,2023,South Dakota,46,35-39,All races/ethnicities,Male,148,482.8,"30,656"
Gonorrhea,2023,South Dakota,46,30-34,All races/ethnicities,Male,182,601.5,"30,259"
Gonorrhea,2023,South Dakota,46,25-29,All races/ethnicities,Male,197,659.8,"29,857"
Gonorrhea,2023,South Dakota,46,20-24,All races/ethnicities,Male,187,584,"32,023"
Gonorrhea,2023,South Dakota,46,15-19,All races/ethnicities,Male,107,326.5,"32,774"
Chlamydia,2023,Tennessee,47,65+,All races/ethnicities,Female,10,1.5,"684,277"
Chlamydia,2023,Tennessee,47,55-64,All races/ethnicities,Female,82,17.6,"465,157"
Chlamydia,2023,Tennessee,47,45-54,All races/ethnicities,Female,247,55.7,"443,633"
Chlamydia,2023,Tennessee,47,40-44,All races/ethnicities,Female,389,170.2,"228,572"
Chlamydia,2023,Tennessee,47,35-39,All races/ethnicities,Female,765,328.7,"232,747"
Chlamydia,2023,Tennessee,47,30-34,All races/ethnicities,Female,"1,628",641,"253,973"
Chlamydia,2023,Tennessee,47,25-29,All races/ethnicities,Female,"3,508",1450,"241,933"
Chlamydia,2023,Tennessee,47,20-24,All races/ethnicities,Female,"7,347",3201.6,"229,481"
Chlamydia,2023,Tennessee,47,15-19,All races/ethnicities,Female,"5,749",2579.8,"222,849"
Chlamydia,2023,Tennessee,47,65+,All races/ethnicities,Male,41,7.4,"557,719"
Chlamydia,2023,Tennessee,47,55-64,All races/ethnicities,Male,154,35.2,"438,003"
Chlamydia,2023,Tennessee,47,45-54,All races/ethnicities,Male,348,80.4,"433,028"
Chlamydia,2023,Tennessee,47,40-44,All races/ethnicities,Male,384,171.9,"223,398"
Chlamydia,2023,Tennessee,47,35-39,All races/ethnicities,Male,754,331.5,"227,437"
Chlamydia,2023,Tennessee,47,30-34,All races/ethnicities,Male,"1,325",529.1,"250,404"
Chlamydia,2023,Tennessee,47,25-29,All races/ethnicities,Male,"2,144",889.7,"240,968"
Chlamydia,2023,Tennessee,47,20-24,All races/ethnicities,Male,"3,510",1507.3,"232,872"
Chlamydia,2023,Tennessee,47,15-19,All races/ethnicities,Male,"1,908",815.3,"234,031"
Gonorrhea,2023,Tennessee,47,65+,All races/ethnicities,Female,4,0.6,"684,277"
Gonorrhea,2023,Tennessee,47,55-64,All races/ethnicities,Female,40,8.6,"465,157"
Gonorrhea,2023,Tennessee,47,45-54,All races/ethnicities,Female,140,31.6,"443,633"
Gonorrhea,2023,Tennessee,47,40-44,All races/ethnicities,Female,207,90.6,"228,572"
Gonorrhea,2023,Tennessee,47,35-39,All races/ethnicities,Female,372,159.8,"232,747"
Gonorrhea,2023,Tennessee,47,30-34,All races/ethnicities,Female,608,239.4,"253,973"
Gonorrhea,2023,Tennessee,47,25-29,All races/ethnicities,Female,"1,076",444.8,"241,933"
Gonorrhea,2023,Tennessee,47,20-24,All races/ethnicities,Female,"1,850",806.2,"229,481"
Gonorrhea,2023,Tennessee,47,15-19,All races/ethnicities,Female,"1,433",643,"222,849"
Gonorrhea,2023,Tennessee,47,65+,All races/ethnicities,Male,52,9.3,"557,719"
Gonorrhea,2023,Tennessee,47,55-64,All races/ethnicities,Male,213,48.6,"438,003"
Gonorrhea,2023,Tennessee,47,45-54,All races/ethnicities,Male,398,91.9,"433,028"
Gonorrhea,2023,Tennessee,47,40-44,All races/ethnicities,Male,459,205.5,"223,398"
Gonorrhea,2023,Tennessee,47,35-39,All races/ethnicities,Male,688,302.5,"227,437"
Gonorrhea,2023,Tennessee,47,30-34,All races/ethnicities,Male,"1,239",494.8,"250,404"
Gonorrhea,2023,Tennessee,47,25-29,All races/ethnicities,Male,"1,598",663.2,"240,968"
Gonorrhea,2023,Tennessee,47,20-24,All races/ethnicities,Male,"1,907",818.9,"232,872"
Gonorrhea,2023,Tennessee,47,15-19,All races/ethnicities,Male,918,392.3,"234,031"
Chlamydia,2023,Texas,48,65+,All races/ethnicities,Female,66,2.9,"2,291,614"
Chlamydia,2023,Texas,48,55-64,All races/ethnicities,Female,444,26.2,"1,694,282"
Chlamydia,2023,Texas,48,45-54,All races/ethnicities,Female,"1,592",85.3,"1,867,137"
Chlamydia,2023,Texas,48,40-44,All races/ethnicities,Female,"2,023",193.4,"1,045,826"
Chlamydia,2023,Texas,48,35-39,All races/ethnicities,Female,"4,133",383.7,"1,077,232"
Chlamydia,2023,Texas,48,30-34,All races/ethnicities,Female,"8,319",748,"1,112,138"
Chlamydia,2023,Texas,48,25-29,All races/ethnicities,Female,"16,892",1601.3,"1,054,913"
Chlamydia,2023,Texas,48,20-24,All races/ethnicities,Female,"34,502",3333.5,"1,035,013"
Chlamydia,2023,Texas,48,15-19,All races/ethnicities,Female,"25,498",2376.7,"1,072,826"
Chlamydia,2023,Texas,48,65+,All races/ethnicities,Male,213,11.2,"1,896,449"
Chlamydia,2023,Texas,48,55-64,All races/ethnicities,Male,865,52.6,"1,645,104"
Chlamydia,2023,Texas,48,45-54,All races/ethnicities,Male,"2,170",115.9,"1,872,223"
Chlamydia,2023,Texas,48,40-44,All races/ethnicities,Male,"2,543",236.7,"1,074,581"
Chlamydia,2023,Texas,48,35-39,All races/ethnicities,Male,"4,402",396.5,"1,110,297"
Chlamydia,2023,Texas,48,30-34,All races/ethnicities,Male,"7,607",667,"1,140,500"
Chlamydia,2023,Texas,48,25-29,All races/ethnicities,Male,"11,212",1025.1,"1,093,786"
Chlamydia,2023,Texas,48,20-24,All races/ethnicities,Male,"15,870",1464.6,"1,083,605"
Chlamydia,2023,Texas,48,15-19,All races/ethnicities,Male,"9,425",832.4,"1,132,328"
Gonorrhea,2023,Texas,48,65+,All races/ethnicities,Female,28,1.2,"2,291,614"
Gonorrhea,2023,Texas,48,55-64,All races/ethnicities,Female,135,8,"1,694,282"
Gonorrhea,2023,Texas,48,45-54,All races/ethnicities,Female,537,28.8,"1,867,137"
Gonorrhea,2023,Texas,48,40-44,All races/ethnicities,Female,715,68.4,"1,045,826"
Gonorrhea,2023,Texas,48,35-39,All races/ethnicities,Female,"1,193",110.7,"1,077,232"
Gonorrhea,2023,Texas,48,30-34,All races/ethnicities,Female,"2,014",181.1,"1,112,138"
Gonorrhea,2023,Texas,48,25-29,All races/ethnicities,Female,"3,176",301.1,"1,054,913"
Gonorrhea,2023,Texas,48,20-24,All races/ethnicities,Female,"5,989",578.6,"1,035,013"
Gonorrhea,2023,Texas,48,15-19,All races/ethnicities,Female,"4,722",440.1,"1,072,826"
Gonorrhea,2023,Texas,48,65+,All races/ethnicities,Male,191,10.1,"1,896,449"
Gonorrhea,2023,Texas,48,55-64,All races/ethnicities,Male,869,52.8,"1,645,104"
Gonorrhea,2023,Texas,48,45-54,All races/ethnicities,Male,"1,980",105.8,"1,872,223"
Gonorrhea,2023,Texas,48,40-44,All races/ethnicities,Male,"2,169",201.8,"1,074,581"
Gonorrhea,2023,Texas,48,35-39,All races/ethnicities,Male,"3,597",324,"1,110,297"
Gonorrhea,2023,Texas,48,30-34,All races/ethnicities,Male,"6,156",539.8,"1,140,500"
Gonorrhea,2023,Texas,48,25-29,All races/ethnicities,Male,"7,405",677,"1,093,786"
Gonorrhea,2023,Texas,48,20-24,All races/ethnicities,Male,"8,257",762,"1,083,605"
Gonorrhea,2023,Texas,48,15-19,All races/ethnicities,Male,"3,920",346.2,"1,132,328"
Chlamydia,2023,U.S. Virgin Islands,78,65+,All races/ethnicities,Female,1,8.3,"12,116"
Chlamydia,2023,U.S. Virgin Islands,78,55-64,All races/ethnicities,Female,4,51.6,"7,748"
Chlamydia,2023,U.S. Virgin Islands,78,45-54,All races/ethnicities,Female,10,144.2,"6,935"
Chlamydia,2023,U.S. Virgin Islands,78,40-44,All races/ethnicities,Female,7,217.4,"3,220"
Chlamydia,2023,U.S. Virgin Islands,78,35-39,All races/ethnicities,Female,23,624.7,"3,682"
Chlamydia,2023,U.S. Virgin Islands,78,30-34,All races/ethnicities,Female,51,1563.9,"3,261"
Chlamydia,2023,U.S. Virgin Islands,78,25-29,All races/ethnicities,Female,111,3859.5,"2,876"
Chlamydia,2023,U.S. Virgin Islands,78,20-24,All races/ethnicities,Female,168,6823.7,"2,462"
Chlamydia,2023,U.S. Virgin Islands,78,15-19,All races/ethnicities,Female,91,3020.2,"3,013"
Chlamydia,2023,U.S. Virgin Islands,78,65+,All races/ethnicities,Male,0,0,"9,805"
Chlamydia,2023,U.S. Virgin Islands,78,55-64,All races/ethnicities,Male,2,27.8,"7,188"
Chlamydia,2023,U.S. Virgin Islands,78,45-54,All races/ethnicities,Male,3,48.7,"6,154"
Chlamydia,2023,U.S. Virgin Islands,78,40-44,All races/ethnicities,Male,8,269.7,"2,966"
Chlamydia,2023,U.S. Virgin Islands,78,35-39,All races/ethnicities,Male,12,380.8,"3,151"
