"Date Printed: Friday, January 14, 2022 2:53:39 PM"
Title: Congenital Syphilis | 2000 | 2001 | 2002 | 2003 | 2004 | 2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | Alabama | Alaska | American Samoa | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Guam | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Northern Mariana Islands | Ohio | Oklahoma | Oregon | Pennsylvania | Puerto Rico | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | U.S. Virgin Islands | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | All age groups

NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
"Congenital Syphilis","2003","Georgia","13","All age groups","All races/ethnicities","Both sexes","11","8.1","NA"
"Congenital Syphilis","2002","Georgia","13","All age groups","All races/ethnicities","Both sexes","13","9.8","NA"
"Congenital Syphilis","2001","Georgia","13","All age groups","All races/ethnicities","Both sexes","21","15.7","NA"
"Congenital Syphilis","2000","Georgia","13","All age groups","All races/ethnicities","Both sexes","22","16.6","NA"
"Congenital Syphilis","2019","Hawaii","15","All age groups","All races/ethnicities","Both sexes","3","17.9","NA"
"Congenital Syphilis","2018","Hawaii","15","All age groups","All races/ethnicities","Both sexes","4","23.6","NA"
"Congenital Syphilis","2017","Hawaii","15","All age groups","All races/ethnicities","Both sexes","3","17.1","NA"
"Congenital Syphilis","2016","Hawaii","15","All age groups","All races/ethnicities","Both sexes","1","5.5","NA"
"Congenital Syphilis","2015","Hawaii","15","All age groups","All races/ethnicities","Both sexes","2","10.9","NA"
"Congenital Syphilis","2014","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2013","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2012","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2011","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2010","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2009","Hawaii","15","All age groups","All races/ethnicities","Both sexes","1","5.3","NA"
"Congenital Syphilis","2008","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2007","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2006","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2005","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2004","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2003","Hawaii","15","All age groups","All races/ethnicities","Both sexes","2","11.0","NA"
"Congenital Syphilis","2002","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2001","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2000","Hawaii","15","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2019","Idaho","16","All age groups","All races/ethnicities","Both sexes","1","4.5","NA"
"Congenital Syphilis","2018","Idaho","16","All age groups","All races/ethnicities","Both sexes","1","4.7","NA"
"Congenital Syphilis","2017","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2016","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2015","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2014","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2013","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2012","Idaho","16","All age groups","All races/ethnicities","Both sexes","1","4.4","NA"
"Congenital Syphilis","2011","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2010","Idaho","16","All age groups","All races/ethnicities","Both sexes","1","4.3","NA"
"Congenital Syphilis","2009","Idaho","16","All age groups","All races/ethnicities","Both sexes","1","4.2","NA"
"Congenital Syphilis","2008","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2007","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2006","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2005","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2004","Idaho","16","All age groups","All races/ethnicities","Both sexes","3","13.3","NA"
"Congenital Syphilis","2003","Idaho","16","All age groups","All races/ethnicities","Both sexes","4","18.3","NA"
"Congenital Syphilis","2002","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2001","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2000","Idaho","16","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2019","Illinois","17","All age groups","All races/ethnicities","Both sexes","32","22.8","NA"
"Congenital Syphilis","2018","Illinois","17","All age groups","All races/ethnicities","Both sexes","30","20.7","NA"
"Congenital Syphilis","2017","Illinois","17","All age groups","All races/ethnicities","Both sexes","22","14.7","NA"
"Congenital Syphilis","2016","Illinois","17","All age groups","All races/ethnicities","Both sexes","18","11.7","NA"
"Congenital Syphilis","2015","Illinois","17","All age groups","All races/ethnicities","Both sexes","31","19.6","NA"
"Congenital Syphilis","2014","Illinois","17","All age groups","All races/ethnicities","Both sexes","27","17.0","NA"
"Congenital Syphilis","2013","Illinois","17","All age groups","All races/ethnicities","Both sexes","23","14.7","NA"
"Congenital Syphilis","2012","Illinois","17","All age groups","All races/ethnicities","Both sexes","28","17.6","NA"
"Congenital Syphilis","2011","Illinois","17","All age groups","All races/ethnicities","Both sexes","18","11.2","NA"
"Congenital Syphilis","2010","Illinois","17","All age groups","All races/ethnicities","Both sexes","27","16.3","NA"
"Congenital Syphilis","2009","Illinois","17","All age groups","All races/ethnicities","Both sexes","16","9.3","NA"
"Congenital Syphilis","2008","Illinois","17","All age groups","All races/ethnicities","Both sexes","20","11.3","NA"
"Congenital Syphilis","2007","Illinois","17","All age groups","All races/ethnicities","Both sexes","10","5.5","NA"
"Congenital Syphilis","2006","Illinois","17","All age groups","All races/ethnicities","Both sexes","15","8.3","NA"
"Congenital Syphilis","2005","Illinois","17","All age groups","All races/ethnicities","Both sexes","23","12.8","NA"
"Congenital Syphilis","2004","Illinois","17","All age groups","All races/ethnicities","Both sexes","26","14.4","NA"
"Congenital Syphilis","2003","Illinois","17","All age groups","All races/ethnicities","Both sexes","20","11.0","NA"
"Congenital Syphilis","2002","Illinois","17","All age groups","All races/ethnicities","Both sexes","40","22.1","NA"
"Congenital Syphilis","2001","Illinois","17","All age groups","All races/ethnicities","Both sexes","47","25.5","NA"
"Congenital Syphilis","2000","Illinois","17","All age groups","All races/ethnicities","Both sexes","50","27.0","NA"
"Congenital Syphilis","2019","Indiana","18","All age groups","All races/ethnicities","Both sexes","13","16.1","NA"
"Congenital Syphilis","2018","Indiana","18","All age groups","All races/ethnicities","Both sexes","1","1.2","NA"
"Congenital Syphilis","2017","Indiana","18","All age groups","All races/ethnicities","Both sexes","8","9.7","NA"
"Congenital Syphilis","2016","Indiana","18","All age groups","All races/ethnicities","Both sexes","8","9.6","NA"
"Congenital Syphilis","2015","Indiana","18","All age groups","All races/ethnicities","Both sexes","5","5.9","NA"
"Congenital Syphilis","2014","Indiana","18","All age groups","All races/ethnicities","Both sexes","8","9.5","NA"
"Congenital Syphilis","2013","Indiana","18","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2012","Indiana","18","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2011","Indiana","18","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2010","Indiana","18","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2009","Indiana","18","All age groups","All races/ethnicities","Both sexes","1","1.2","NA"
"Congenital Syphilis","2008","Indiana","18","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2007","Indiana","18","All age groups","All races/ethnicities","Both sexes","2","2.2","NA"
"Congenital Syphilis","2006","Indiana","18","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2005","Indiana","18","All age groups","All races/ethnicities","Both sexes","2","2.3","NA"
"Congenital Syphilis","2004","Indiana","18","All age groups","All races/ethnicities","Both sexes","4","4.6","NA"
"Congenital Syphilis","2003","Indiana","18","All age groups","All races/ethnicities","Both sexes","7","8.1","NA"
"Congenital Syphilis","2002","Indiana","18","All age groups","All races/ethnicities","Both sexes","9","10.6","NA"
"Congenital Syphilis","2001","Indiana","18","All age groups","All races/ethnicities","Both sexes","13","15.0","NA"
"Congenital Syphilis","2000","Indiana","18","All age groups","All races/ethnicities","Both sexes","4","4.6","NA"
"Congenital Syphilis","2019","Iowa","19","All age groups","All races/ethnicities","Both sexes","1","2.7","NA"
"Congenital Syphilis","2018","Iowa","19","All age groups","All races/ethnicities","Both sexes","3","7.9","NA"
"Congenital Syphilis","2017","Iowa","19","All age groups","All races/ethnicities","Both sexes","2","5.2","NA"
"Congenital Syphilis","2016","Iowa","19","All age groups","All races/ethnicities","Both sexes","1","2.5","NA"
"Congenital Syphilis","2015","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2014","Iowa","19","All age groups","All races/ethnicities","Both sexes","1","2.5","NA"
"Congenital Syphilis","2013","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2012","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2011","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2010","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2009","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2008","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2007","Iowa","19","All age groups","All races/ethnicities","Both sexes","1","2.4","NA"
"Congenital Syphilis","2006","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2005","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2004","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2003","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2002","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2001","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2000","Iowa","19","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2019","Kansas","20","All age groups","All races/ethnicities","Both sexes","9","25.4","NA"
"Congenital Syphilis","2018","Kansas","20","All age groups","All races/ethnicities","Both sexes","8","22.1","NA"
"Congenital Syphilis","2017","Kansas","20","All age groups","All races/ethnicities","Both sexes","1","2.7","NA"
"Congenital Syphilis","2016","Kansas","20","All age groups","All races/ethnicities","Both sexes","2","5.3","NA"
"Congenital Syphilis","2015","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2014","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2013","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2012","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2011","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2010","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2009","Kansas","20","All age groups","All races/ethnicities","Both sexes","3","7.2","NA"
"Congenital Syphilis","2008","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2007","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2006","Kansas","20","All age groups","All races/ethnicities","Both sexes","1","2.4","NA"
"Congenital Syphilis","2005","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2004","Kansas","20","All age groups","All races/ethnicities","Both sexes","2","5.0","NA"
"Congenital Syphilis","2003","Kansas","20","All age groups","All races/ethnicities","Both sexes","1","2.5","NA"
"Congenital Syphilis","2002","Kansas","20","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2001","Kansas","20","All age groups","All races/ethnicities","Both sexes","2","5.1","NA"
"Congenital Syphilis","2000","Kansas","20","All age groups","All races/ethnicities","Both sexes","2","5.0","NA"
"Congenital Syphilis","2019","Kentucky","21","All age groups","All races/ethnicities","Both sexes","9","17.0","NA"
"Congenital Syphilis","2018","Kentucky","21","All age groups","All races/ethnicities","Both sexes","9","16.7","NA"
"Congenital Syphilis","2017","Kentucky","21","All age groups","All races/ethnicities","Both sexes","6","11.0","NA"
"Congenital Syphilis","2016","Kentucky","21","All age groups","All races/ethnicities","Both sexes","5","9.0","NA"
"Congenital Syphilis","2015","Kentucky","21","All age groups","All races/ethnicities","Both sexes","1","1.8","NA"
"Congenital Syphilis","2014","Kentucky","21","All age groups","All races/ethnicities","Both sexes","3","5.3","NA"
"Congenital Syphilis","2013","Kentucky","21","All age groups","All races/ethnicities","Both sexes","4","7.2","NA"
"Congenital Syphilis","2012","Kentucky","21","All age groups","All races/ethnicities","Both sexes","2","3.6","NA"
"Congenital Syphilis","2011","Kentucky","21","All age groups","All races/ethnicities","Both sexes","2","3.6","NA"
"Congenital Syphilis","2010","Kentucky","21","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2009","Kentucky","21","All age groups","All races/ethnicities","Both sexes","2","3.5","NA"
"Congenital Syphilis","2008","Kentucky","21","All age groups","All races/ethnicities","Both sexes","1","1.7","NA"
"Congenital Syphilis","2007","Kentucky","21","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2006","Kentucky","21","All age groups","All races/ethnicities","Both sexes","1","1.7","NA"
"Congenital Syphilis","2005","Kentucky","21","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2004","Kentucky","21","All age groups","All races/ethnicities","Both sexes","1","1.8","NA"
"Congenital Syphilis","2003","Kentucky","21","All age groups","All races/ethnicities","Both sexes","1","1.8","NA"
"Congenital Syphilis","2002","Kentucky","21","All age groups","All races/ethnicities","Both sexes","3","5.5","NA"
"Congenital Syphilis","2001","Kentucky","21","All age groups","All races/ethnicities","Both sexes","1","1.8","NA"
"Congenital Syphilis","2000","Kentucky","21","All age groups","All races/ethnicities","Both sexes","3","5.4","NA"
"Congenital Syphilis","2019","Louisiana","22","All age groups","All races/ethnicities","Both sexes","68","115.4","NA"
"Congenital Syphilis","2018","Louisiana","22","All age groups","All races/ethnicities","Both sexes","43","72.1","NA"
"Congenital Syphilis","2017","Louisiana","22","All age groups","All races/ethnicities","Both sexes","57","93.4","NA"
"Congenital Syphilis","2016","Louisiana","22","All age groups","All races/ethnicities","Both sexes","47","74.4","NA"
"Congenital Syphilis","2015","Louisiana","22","All age groups","All races/ethnicities","Both sexes","54","83.5","NA"
"Congenital Syphilis","2014","Louisiana","22","All age groups","All races/ethnicities","Both sexes","46","71.3","NA"
"Congenital Syphilis","2013","Louisiana","22","All age groups","All races/ethnicities","Both sexes","40","63.3","NA"
"Congenital Syphilis","2012","Louisiana","22","All age groups","All races/ethnicities","Both sexes","33","52.7","NA"
"Congenital Syphilis","2011","Louisiana","22","All age groups","All races/ethnicities","Both sexes","18","29.1","NA"
"Congenital Syphilis","2010","Louisiana","22","All age groups","All races/ethnicities","Both sexes","33","52.9","NA"
"Congenital Syphilis","2009","Louisiana","22","All age groups","All races/ethnicities","Both sexes","11","16.9","NA"
"Congenital Syphilis","2008","Louisiana","22","All age groups","All races/ethnicities","Both sexes","23","35.2","NA"
"Congenital Syphilis","2007","Louisiana","22","All age groups","All races/ethnicities","Both sexes","37","55.8","NA"
"Congenital Syphilis","2006","Louisiana","22","All age groups","All races/ethnicities","Both sexes","16","25.2","NA"
"Congenital Syphilis","2005","Louisiana","22","All age groups","All races/ethnicities","Both sexes","13","21.3","NA"
"Congenital Syphilis","2004","Louisiana","22","All age groups","All races/ethnicities","Both sexes","19","29.1","NA"
"Congenital Syphilis","2003","Louisiana","22","All age groups","All races/ethnicities","Both sexes","6","9.2","NA"
"Congenital Syphilis","2002","Louisiana","22","All age groups","All races/ethnicities","Both sexes","2","3.1","NA"
"Congenital Syphilis","2001","Louisiana","22","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2000","Louisiana","22","All age groups","All races/ethnicities","Both sexes","7","10.3","NA"
"Congenital Syphilis","2019","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2018","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2017","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2016","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2015","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2014","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2013","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2012","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2011","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2010","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2009","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2008","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2007","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2006","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2005","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2004","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2003","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2002","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2001","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2000","Maine","23","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2019","Maryland","24","All age groups","All races/ethnicities","Both sexes","31","44.2","NA"
"Congenital Syphilis","2018","Maryland","24","All age groups","All races/ethnicities","Both sexes","29","40.8","NA"
"Congenital Syphilis","2017","Maryland","24","All age groups","All races/ethnicities","Both sexes","20","27.9","NA"
"Congenital Syphilis","2016","Maryland","24","All age groups","All races/ethnicities","Both sexes","16","21.9","NA"
"Congenital Syphilis","2015","Maryland","24","All age groups","All races/ethnicities","Both sexes","18","24.5","NA"
"Congenital Syphilis","2014","Maryland","24","All age groups","All races/ethnicities","Both sexes","16","21.6","NA"
"Congenital Syphilis","2013","Maryland","24","All age groups","All races/ethnicities","Both sexes","14","19.5","NA"
"Congenital Syphilis","2012","Maryland","24","All age groups","All races/ethnicities","Both sexes","12","16.5","NA"
"Congenital Syphilis","2011","Maryland","24","All age groups","All races/ethnicities","Both sexes","24","32.8","NA"
"Congenital Syphilis","2010","Maryland","24","All age groups","All races/ethnicities","Both sexes","22","29.8","NA"
"Congenital Syphilis","2009","Maryland","24","All age groups","All races/ethnicities","Both sexes","31","41.3","NA"
"Congenital Syphilis","2008","Maryland","24","All age groups","All races/ethnicities","Both sexes","23","29.8","NA"
"Congenital Syphilis","2007","Maryland","24","All age groups","All races/ethnicities","Both sexes","24","30.7","NA"
"Congenital Syphilis","2006","Maryland","24","All age groups","All races/ethnicities","Both sexes","19","24.5","NA"
"Congenital Syphilis","2005","Maryland","24","All age groups","All races/ethnicities","Both sexes","16","21.3","NA"
"Congenital Syphilis","2004","Maryland","24","All age groups","All races/ethnicities","Both sexes","10","13.4","NA"
"Congenital Syphilis","2003","Maryland","24","All age groups","All races/ethnicities","Both sexes","9","12.0","NA"
"Congenital Syphilis","2002","Maryland","24","All age groups","All races/ethnicities","Both sexes","19","25.9","NA"
"Congenital Syphilis","2001","Maryland","24","All age groups","All races/ethnicities","Both sexes","5","6.8","NA"
"Congenital Syphilis","2000","Maryland","24","All age groups","All races/ethnicities","Both sexes","16","21.5","NA"
"Congenital Syphilis","2019","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","9","13.0","NA"
"Congenital Syphilis","2018","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2017","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2016","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","3","4.2","NA"
"Congenital Syphilis","2015","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","4","5.6","NA"
"Congenital Syphilis","2014","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","3","4.2","NA"
"Congenital Syphilis","2013","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","4","5.6","NA"
"Congenital Syphilis","2012","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","1","1.4","NA"
"Congenital Syphilis","2011","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2010","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","1","1.4","NA"
"Congenital Syphilis","2009","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2008","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2007","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2006","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2005","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2004","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2003","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2002","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","1","1.2","NA"
"Congenital Syphilis","2001","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","2","2.5","NA"
"Congenital Syphilis","2000","Massachusetts","25","All age groups","All races/ethnicities","Both sexes","1","1.2","NA"
"Congenital Syphilis","2019","Michigan","26","All age groups","All races/ethnicities","Both sexes","17","15.8","NA"
"Congenital Syphilis","2018","Michigan","26","All age groups","All races/ethnicities","Both sexes","14","12.7","NA"
"Congenital Syphilis","2017","Michigan","26","All age groups","All races/ethnicities","Both sexes","10","9.0","NA"
"Congenital Syphilis","2016","Michigan","26","All age groups","All races/ethnicities","Both sexes","13","11.5","NA"
"Congenital Syphilis","2015","Michigan","26","All age groups","All races/ethnicities","Both sexes","11","9.7","NA"
"Congenital Syphilis","2014","Michigan","26","All age groups","All races/ethnicities","Both sexes","15","13.1","NA"
"Congenital Syphilis","2013","Michigan","26","All age groups","All races/ethnicities","Both sexes","9","7.9","NA"
"Congenital Syphilis","2012","Michigan","26","All age groups","All races/ethnicities","Both sexes","7","6.2","NA"
"Congenital Syphilis","2011","Michigan","26","All age groups","All races/ethnicities","Both sexes","8","7.0","NA"
"Congenital Syphilis","2010","Michigan","26","All age groups","All races/ethnicities","Both sexes","5","4.4","NA"
"Congenital Syphilis","2009","Michigan","26","All age groups","All races/ethnicities","Both sexes","5","4.3","NA"
"Congenital Syphilis","2008","Michigan","26","All age groups","All races/ethnicities","Both sexes","10","8.3","NA"
"Congenital Syphilis","2007","Michigan","26","All age groups","All races/ethnicities","Both sexes","15","12.0","NA"
"Congenital Syphilis","2006","Michigan","26","All age groups","All races/ethnicities","Both sexes","13","10.2","NA"
"Congenital Syphilis","2005","Michigan","26","All age groups","All races/ethnicities","Both sexes","17","13.3","NA"
"Congenital Syphilis","2004","Michigan","26","All age groups","All races/ethnicities","Both sexes","23","17.7","NA"
"Congenital Syphilis","2003","Michigan","26","All age groups","All races/ethnicities","Both sexes","38","29.0","NA"
"Congenital Syphilis","2002","Michigan","26","All age groups","All races/ethnicities","Both sexes","35","26.9","NA"
"Congenital Syphilis","2001","Michigan","26","All age groups","All races/ethnicities","Both sexes","27","20.2","NA"
"Congenital Syphilis","2000","Michigan","26","All age groups","All races/ethnicities","Both sexes","33","24.2","NA"
"Congenital Syphilis","2019","Minnesota","27","All age groups","All races/ethnicities","Both sexes","21","31.8","NA"
"Congenital Syphilis","2018","Minnesota","27","All age groups","All races/ethnicities","Both sexes","10","14.8","NA"
"Congenital Syphilis","2017","Minnesota","27","All age groups","All races/ethnicities","Both sexes","2","2.9","NA"
"Congenital Syphilis","2016","Minnesota","27","All age groups","All races/ethnicities","Both sexes","7","10.0","NA"
"Congenital Syphilis","2015","Minnesota","27","All age groups","All races/ethnicities","Both sexes","2","2.9","NA"
"Congenital Syphilis","2014","Minnesota","27","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2013","Minnesota","27","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2012","Minnesota","27","All age groups","All races/ethnicities","Both sexes","1","1.5","NA"
"Congenital Syphilis","2011","Minnesota","27","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2010","Minnesota","27","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2009","Minnesota","27","All age groups","All races/ethnicities","Both sexes","1","1.4","NA"
"Congenital Syphilis","2008","Minnesota","27","All age groups","All races/ethnicities","Both sexes","1","1.4","NA"
"Congenital Syphilis","2007","Minnesota","27","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2006","Minnesota","27","All age groups","All races/ethnicities","Both sexes","1","1.4","NA"
"Congenital Syphilis","2005","Minnesota","27","All age groups","All races/ethnicities","Both sexes","3","4.2","NA"
"Congenital Syphilis","2004","Minnesota","27","All age groups","All races/ethnicities","Both sexes","1","1.4","NA"
"Congenital Syphilis","2003","Minnesota","27","All age groups","All races/ethnicities","Both sexes","0","0.0","NA"
"Congenital Syphilis","2002","Minnesota","27","All age groups","All races/ethnicities","Both sexes","1","1.5","NA"
